,Project_x,PercentageSold,NumUnitsLaunchedToDate,NumUnitsSoldToDate,District_x,Street,HighestPricePerSQFT,LowestPricePerSQFT,MediumPricePerSQFT,MarketSegment,SoldInMonth,Postal,Latitude,Longitude,Project_y,District_y,Rent,PricePerSqft
288,RV ALTITUDE,33.33,63,21,9,RIVER VALLEY ROAD,9.0,9.0,9.0,CCR,2,238324,1.29570410515932,103.839811752808,283 STUDIO,2.0,2900.0,5.8
289,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596747,1.34177300180826,103.76799659292601,SIGNATURE PARK,15.0,4700.0,2.14
290,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596684,1.3386413606555905,103.769378713335,THE CREEK @ BUKIT,16.0,2700.0,2.45
291,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596299,1.33951187752814,103.76610518980699,TECK HIANG GARDENS,16.0,3200.0,2.46
292,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596722,1.3388569204298402,103.76725162651199,THE BEVERLY,19.0,3500.0,2.92
293,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596290,1.33904654811646,103.771587753402,HIGH OAK CONDOMINIUM,21.0,1900.0,3.17
294,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596721,1.34062438091463,103.768876497135,GOODLUCK GARDEN,9.0,3600.0,3.27
295,DAINTREE RESIDENCE,58.75,80,47,21,TOH TUCK ROAD,21.0,21.0,21.0,RCR,0,596195,1.3388539089784,103.76918299642901,NOTTINGHILL SUITES,10.0,3800.0,4.75
296,EDEN RESIDENCES CAPITOL,41.03,39,16,6,STAMFORD ROAD,6.0,6.0,6.0,CCR,0,178884,1.2929881833109198,103.85104659785499,EDEN RESIDENCES CAPITOL,10.0,3750.0,3.41
297,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239228,1.29759908182727,103.83267778466801,HORIZON TOWERS,17.0,2600.0,2.17
298,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239229,1.29673751056688,103.833005726294,RIVERSHIRE,14.0,3200.0,2.46
299,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239230,1.29662723124195,103.83219080761299,RIVA LODGE,14.0,1500.0,3.0
300,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239226,1.29810416407008,103.83258191630199,LEONIE GARDENS,7.0,2400.0,3.0
301,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239223,1.29876714993882,103.83177434457501,LEONIE SUITES,10.0,5300.0,3.79
302,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239220,1.29906635751108,103.832068052789,THE LUMOS,10.0,5800.0,3.87
303,FERRA,0.0,33,0,9,LEONIE HILL,9.0,9.0,9.0,CCR,0,239228,1.29759908182727,103.83267778466801,LEONIE TOWERS,9.0,2600.0,6.5
304,ARENA RESIDENCES,71.43,70,50,14,GUILLEMARD CRESCENT,14.0,14.0,14.0,RCR,4,399914,1.30957643997198,103.881039620932,COSMO,9.0,4700.0,4.27
305,WATERCOVE,94.59,74,70,27,WAK HASSAN DRIVE,27.0,27.0,27.0,OCR,1,NIL,1.46064255508176,103.838282572316,,,,
306,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249570,1.29850482255038,103.82556622754299,BEVERLY HILL,21.0,2200.0,2.0
307,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249595,1.29973845265052,103.825868087039,CLIVEDEN AT GRANGE,15.0,5000.0,2.27
308,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249569,1.29878089230658,103.826677483859,GRAMERCY PARK,14.0,3000.0,2.5
309,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249587,1.29973944173202,103.827560672938,THE COLONNADE,20.0,4900.0,2.72
310,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249616,1.30437750284668,103.8226594615,GRANGE RESIDENCES,9.0,4500.0,2.81
311,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,NIL,1.29899761425486,103.829347359412,,,,
312,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,NIL,1.29899761425486,103.829347359412,PARKVIEW ECLAT,10.0,10500.0,3.0
313,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,NIL,1.29899761425486,103.829347359412,GRANGE HEIGHTS,17.0,1500.0,3.0
314,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,239700,1.2994228130657,103.834776767783,GRANGE INFINITE,4.0,8000.0,3.33
315,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249580,1.29978083020797,103.828489156122,MANHATTAN MANSIONS,3.0,3100.0,3.44
316,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249578,1.2998485617061002,103.828993593935,ILIV @ GRANGE,10.0,5050.0,3.61
317,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249604,1.3001866563998898,103.824975558563,RAINBOW MANSION,2.0,3700.0,4.11
318,120 GRANGE,90.0,50,45,10,GRANGE ROAD,10.0,10.0,10.0,CCR,0,249616,1.30437750284668,103.8226594615,SPRING GROVE,10.0,12627.0,4.35
319,JUI RESIDENCES,42.74,117,50,12,SERANGOON ROAD,12.0,12.0,12.0,RCR,3,328170,1.32333422243454,103.863847631639,EURO-ASIA APARTMENTS,10.0,7000.0,2.33
320,JUI RESIDENCES,42.74,117,50,12,SERANGOON ROAD,12.0,12.0,12.0,RCR,3,NIL,1.3173449508203798,103.859783610124,,,,
321,JUI RESIDENCES,42.74,117,50,12,SERANGOON ROAD,12.0,12.0,12.0,RCR,3,328190,1.32423340916271,103.864556003087,REGENT RESIDENCES,21.0,1800.0,3.6
322,ONE DRAYCOTT,4.69,64,3,10,DRAYCOTT PARK,10.0,10.0,10.0,CCR,0,259401,1.31189007698119,103.831669936767,THE DRAYCOTT,14.0,2600.0,2.36
323,ONE DRAYCOTT,4.69,64,3,10,DRAYCOTT PARK,10.0,10.0,10.0,CCR,0,NIL,1.31123888951321,103.8308357033,,,,
324,ONE DRAYCOTT,4.69,64,3,10,DRAYCOTT PARK,10.0,10.0,10.0,CCR,0,259405,1.31138841261311,103.83218202902201,DRAYCOTT EIGHT,23.0,1950.0,3.25
325,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118572,1.27925056413258,103.78715433497601,LANDRIDGE CONDOMINIUM,19.0,4600.0,1.53
326,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118610,1.28094771760364,103.783546603867,THE ORIENT,16.0,2250.0,1.73
327,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117382,1.29004669718387,103.777699133755,WHITEHAVEN,16.0,4100.0,1.86
328,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117621,1.2912341999871,103.76933030729,PALM GREEN,23.0,4700.0,1.88
329,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118695,1.28943349070881,103.775385797395,JUBILEE RESIDENCE,19.0,3500.0,2.19
330,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117704,1.28097048392039,103.784277397542,BAROSSA GARDENS,10.0,6700.0,2.23
331,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118797,1.29087074155665,103.770066563415,VILLAGE @ PASIR PANJANG,14.0,2550.0,2.32
332,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118722,1.2915543805244698,103.772379877483,PASIR PANJANG LODGE,19.0,2800.0,2.33
333,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118699,1.2905469205866102,103.77460603768299,GOLD COAST CONDOMINIUM,19.0,3400.0,2.43
334,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118571,1.27880964969522,103.78755393240101,PASIR VIEW PARK,15.0,2750.0,2.5
335,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,NIL,1.29141476823963,103.77092919965,,,,
336,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117451,1.28857870447408,103.777218654539,LYNNSVILLE 331,14.0,2800.0,2.55
337,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117526,1.27866845329678,103.78776708715598,MENDON SPRING,16.0,2300.0,2.56
338,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118684,1.28888048243284,103.77609616815,PALM MANSIONS,17.0,1400.0,2.8
339,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118676,1.28993098376015,103.77687325833901,THE ESTRELLA,5.0,4600.0,2.88
340,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118669,1.29003922701443,103.777277775278,LUXE VILLE,17.0,1750.0,2.92
341,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,NIL,1.29141476823963,103.77092919965,,,,
342,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118693,1.28936270641603,103.775554103665,MURANO,23.0,1600.0,3.2
343,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118709,1.29102031288519,103.77405714196199,THE FOLIAGE,4.0,5600.0,3.29
344,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118719,1.2907252914911298,103.77211445474701,VILLA DE WEST,3.0,5972.0,3.32
345,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117489,1.28070938808961,103.785323249072,THE MAYLEA,14.0,2000.0,3.33
346,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117503,1.29139945043901,103.768850992913,THE SPECTRUM,8.0,3750.0,3.75
347,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118579,1.2794867007018702,103.785756186651,ICON @ PASIR PANJANG,21.0,1900.0,3.8
348,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118633,1.28688028822624,103.78042408802901,GLORIA MANSION,8.0,4000.0,4.0
349,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118617,1.2824208327018898,103.783142732009,SEASUITES,18.0,2400.0,4.0
350,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117425,1.281594624749,103.783177258839,PARC IMPERIAL,10.0,2250.0,4.5
351,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118549,1.2768688804714,103.793176829437,THE CASSANDRA,9.0,2300.0,5.75
352,HARBOUR VIEW GARDENS,98.25,57,56,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117482,1.28783491011907,103.77834329953899,THE ESTIVA,9.0,3000.0,6.0
353,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118572,1.27925056413258,103.78715433497601,LANDRIDGE CONDOMINIUM,19.0,4600.0,1.53
354,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118610,1.28094771760364,103.783546603867,THE ORIENT,16.0,2250.0,1.73
355,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117382,1.29004669718387,103.777699133755,WHITEHAVEN,16.0,4100.0,1.86
356,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117621,1.2912341999871,103.76933030729,PALM GREEN,23.0,4700.0,1.88
357,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118695,1.28943349070881,103.775385797395,JUBILEE RESIDENCE,19.0,3500.0,2.19
358,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117704,1.28097048392039,103.784277397542,BAROSSA GARDENS,10.0,6700.0,2.23
359,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118797,1.29087074155665,103.770066563415,VILLAGE @ PASIR PANJANG,14.0,2550.0,2.32
360,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118722,1.2915543805244698,103.772379877483,PASIR PANJANG LODGE,19.0,2800.0,2.33
361,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118699,1.2905469205866102,103.77460603768299,GOLD COAST CONDOMINIUM,19.0,3400.0,2.43
362,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118571,1.27880964969522,103.78755393240101,PASIR VIEW PARK,15.0,2750.0,2.5
363,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,NIL,1.29141476823963,103.77092919965,,,,
364,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117451,1.28857870447408,103.777218654539,LYNNSVILLE 331,14.0,2800.0,2.55
365,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117526,1.27866845329678,103.78776708715598,MENDON SPRING,16.0,2300.0,2.56
366,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118684,1.28888048243284,103.77609616815,PALM MANSIONS,17.0,1400.0,2.8
367,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118676,1.28993098376015,103.77687325833901,THE ESTRELLA,5.0,4600.0,2.88
368,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118669,1.29003922701443,103.777277775278,LUXE VILLE,17.0,1750.0,2.92
369,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,NIL,1.29141476823963,103.77092919965,,,,
370,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118693,1.28936270641603,103.775554103665,MURANO,23.0,1600.0,3.2
371,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118709,1.29102031288519,103.77405714196199,THE FOLIAGE,4.0,5600.0,3.29
372,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118719,1.2907252914911298,103.77211445474701,VILLA DE WEST,3.0,5972.0,3.32
373,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117489,1.28070938808961,103.785323249072,THE MAYLEA,14.0,2000.0,3.33
374,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117503,1.29139945043901,103.768850992913,THE SPECTRUM,8.0,3750.0,3.75
375,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118579,1.2794867007018702,103.785756186651,ICON @ PASIR PANJANG,21.0,1900.0,3.8
376,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118633,1.28688028822624,103.78042408802901,GLORIA MANSION,8.0,4000.0,4.0
377,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118617,1.2824208327018898,103.783142732009,SEASUITES,18.0,2400.0,4.0
378,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117425,1.281594624749,103.783177258839,PARC IMPERIAL,10.0,2250.0,4.5
379,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,118549,1.2768688804714,103.793176829437,THE CASSANDRA,9.0,2300.0,5.75
380,SEASUITES,96.15,52,50,5,PASIR PANJANG ROAD,5.0,5.0,5.0,RCR,0,117482,1.28783491011907,103.77834329953899,THE ESTIVA,9.0,3000.0,6.0
381,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278580,1.31236368151804,103.797168759641,LOFT@HOLLAND,22.0,4000.0,1.33
382,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278555,1.31213029591836,103.80124961511,HOLLAND MANSION,18.0,3000.0,2.0
383,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,NIL,1.31405219760035,103.791269461812,,,,
384,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278575,1.3126344871372,103.798064584264,SYLVAN LODGE,16.0,3200.0,2.46
385,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278541,1.3105680797861998,103.801793422088,THE ESTORIL,19.0,3000.0,2.5
386,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,NIL,1.31405219760035,103.791269461812,TOHO MANSION,10.0,5000.0,2.5
387,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258887,1.30935046456269,103.806952731688,VERDURE,19.0,2000.0,2.5
388,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258868,1.30953812077317,103.806260290037,HOLLAND MEWS,20.0,4000.0,2.5
389,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278636,1.31863081799089,103.780686822116,QUINTERRA,11.0,2800.0,2.55
390,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278537,1.31035486016263,103.802668687297,HOLLANDIA,17.0,1750.0,2.92
391,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278576,1.31330761763001,103.798039271294,HOLLAND COURT,4.0,5800.0,3.22
392,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278547,1.31176940658248,103.801709961483,DE LENTE,21.0,2900.0,3.22
393,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258859,1.30888091521006,103.807669378659,THE HOLLAND COLLECTION,13.0,2950.0,3.28
394,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258875,1.31132589184196,103.804239112675,DUET,7.0,3000.0,3.33
395,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278698,1.31846463946906,103.77985852430099,THE SERENADE @ HOLLAND,14.0,2100.0,3.5
396,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,278640,1.3199559113624,103.780575239711,ALLSWORTH PARK,3.0,3500.0,4.38
397,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,275767,1.31767859940237,103.78629956133699,MCMAHON PARK,9.0,4850.0,4.41
398,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258870,1.31091209773572,103.80464229506799,THE COTERIE @ HOLLAND,9.0,7200.0,4.5
399,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,258853,1.30984313480364,103.808136965462,BOTANIKA,8.0,3000.0,5.0
400,THE ENCLAVE . HOLLAND,100.0,10,10,10,HOLLAND ROAD,10.0,10.0,10.0,CCR,0,NIL,1.31405219760035,103.791269461812,,,,
401,BOULEVARD 88,74.29,35,26,10,ORCHARD BOULEVARD,10.0,10.0,10.0,CCR,26,248648,1.3023181708068898,103.824973438871,ORCHARD BEL AIR,11.0,3500.0,2.69
402,BOULEVARD 88,74.29,35,26,10,ORCHARD BOULEVARD,10.0,10.0,10.0,CCR,26,248645,1.30359895716495,103.825701866623,PARK HOUSE,11.0,2400.0,3.43
403,BOULEVARD 88,74.29,35,26,10,ORCHARD BOULEVARD,10.0,10.0,10.0,CCR,26,237973,1.30383691559691,103.831707804361,THE ORCHARD RESIDENCES,11.0,6000.0,4.0
404,STIRLING RESIDENCES,87.94,680,598,3,STIRLING ROAD,3.0,3.0,3.0,RCR,45,148958,1.29847306939968,103.80101770180401,QUEENS,10.0,7500.0,2.5
405,3 CUSCADEN,36.46,96,35,10,CUSCADEN WALK,10.0,10.0,10.0,CCR,6,NIL,1.30404702556287,103.829121412951,CUSCADEN ROYALE,18.0,2300.0,3.83
406,3 CUSCADEN,36.46,96,35,10,CUSCADEN WALK,10.0,10.0,10.0,CCR,6,249691,1.30392778337541,103.828770248549,THE BOULEVARD RESIDENCE,11.0,3400.0,4.25
407,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509383,1.37860805088851,103.957088540398,LOYANG GARDENS,19.0,3050.0,2.54
408,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509456,1.3800507958031698,103.96390014472999,BLUWATERS 2,15.0,3400.0,2.62
409,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,506926,1.3794370861503202,103.960978885551,COASTAL VIEW RESIDENCES,15.0,1500.0,3.0
410,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509422,1.37908988698318,103.960558475679,JLB RESIDENCES,15.0,4300.0,3.07
411,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509410,1.37852764212201,103.959261426161,LIGHTHOUSE,19.0,2200.0,3.14
412,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509506,1.3793919518799902,103.96368774531,CASA PASIR RIS,9.0,2600.0,3.25
413,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509504,1.38029080909589,103.964674596342,THE EDGEWATER,4.0,7200.0,3.43
414,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,509456,1.3800507958031698,103.96390014472999,BLUWATERS,11.0,6900.0,3.63
415,CASA AL MARE,22.45,49,11,17,JALAN LOYANG BESAR,17.0,17.0,17.0,OCR,0,NIL,1.37745327302865,103.956618107327,OCEAN FRONT SUITES,9.0,6300.0,5.25
416,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,588177,1.34241264188644,103.776539385406,BEAUTY WORLD CENTRE,21.0,3300.0,2.36
417,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,678181,1.3753946162616202,103.762846423505,THE LINEAR,21.0,1900.0,3.17
418,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,588176,1.34180018619224,103.776259359854,BEAUTY WORLD PLAZA,10.0,3600.0,3.27
419,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,588198,1.3523682032596105,103.76752551690201,THE HILLSIDE,9.0,3800.0,3.45
420,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,588178,1.34268815693086,103.776061669312,UOB CENTRE,21.0,1600.0,4.0
421,BUKIT 828,52.94,17,9,23,UPPER BUKIT TIMAH ROAD,23.0,23.0,23.0,OCR,1,588175,1.34114379440251,103.77628017468399,GOH & GOH BUILDING,12.0,1800.0,4.5
422,8 HULLET,79.55,44,35,9,HULLET ROAD,9.0,9.0,9.0,CCR,0,229161,1.30422070655435,103.838389476201,URBAN SUITES,11.0,3100.0,3.1
423,MONT BOTANIK RESIDENCE,11.11,54,6,23,JALAN REMAJA,23.0,23.0,23.0,OCR,0,NIL,1.35833161787518,103.760010714342,,,,
424,MONT BOTANIK RESIDENCE,11.11,54,6,23,JALAN REMAJA,23.0,23.0,23.0,OCR,0,668671,1.35738951423418,103.762088063021,CENTURY MANSIONS,10.0,4000.0,3.33
425,BIJOU,65.83,120,79,5,JALAN MAT JAMBOL,5.0,5.0,5.0,RCR,1,119517,1.27924435663808,103.79237384377,BREEZEWAYS,22.0,4500.0,1.5
