Postal,Latitude,Longitude,Project,Street,District,Rent,PricePerSqft
258159,1.31916679343632,103.825935494771,KUIE PONG LOFT,ROBIN WALK,21.0,3100.0,3.1
NIL,1.3668725263207901,103.926475780345,,TAMPINES AVENUE,,,
669743,1.3599215240427398,103.763392299233,HILLVISTA,ELIZABETH DRIVE,10.0,9000.0,3.1
328003,1.32614460268204,103.86234032572399,ST MICHAEL'S CONDOMINIUM,MICHAEL'S ROAD,15.0,5900.0,3.11
529778,1.34873049718366,103.927265815014,THE TROPICA,TAMPINES AVENUE 1,15.0,2800.0,3.11
737797,1.42728727458401,103.78605033241301,ROSEWOOD,ROSEWOOD DRIVE,9.0,2800.0,3.11
199018,1.30393835645619,103.861630792094,TEXTILE CENTRE,JALAN SULTAN,8.0,2800.0,3.11
534958,1.3467980717143797,103.87997273459999,THE VUE,UPPER PAYA LEBAR ROAD,10.0,2800.0,3.11
018965,1.28034497999595,103.852143277672,MARINA BAY SUITES,CENTRAL BOULEVARD,10.0,2800.0,3.11
118116,1.27820202091249,103.79068575424,SPRINGWOOD,SPRINGWOOD AVENUE,10.0,2800.0,3.11
529872,1.3422046240059098,103.95448674417601,MODENA,SIMEI STREET 4,19.0,2800.0,3.11
799036,1.38758122074422,103.878483455176,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,19.0,2800.0,3.11
309459,1.31612341185448,103.845518779011,DERBYSHIRE HEIGHTS,DERBYSHIRE ROAD,21.0,2800.0,3.11
597592,1.31845909447092,103.77663773693399,ASTOR GREEN,PINE GROVE,21.0,2800.0,3.11
649929,1.3426759139079498,103.712231441321,SUMMERDALE,BOON LAY DRIVE,21.0,2800.0,3.11
279872,1.33134255757933,103.792904749865,VILLA AZURA,CHERRY AVENUE,7.0,2800.0,3.11
534679,1.35793372778433,103.881932039258,KOVAN RESIDENCES,KOVAN ROAD,7.0,2800.0,3.11
425790,1.3133602687065902,103.91531116708299,SUNNYVALE RESIDENCES,LORONG K TELOK KURAU,13.0,2800.0,3.11
228209,1.3057994135114899,103.83307472281,SCOTTS SQUARE,SCOTTS ROAD,13.0,2800.0,3.11
247656,1.2938490755616798,103.821581749873,MON JERVOIS,JERVOIS ROAD,4.0,5300.0,3.12
NIL,1.3263078111703102,103.810310105422,NINETEEN SHELFORD ROAD,SHELFORD ROAD,10.0,2500.0,3.13
238367,1.29602033180482,103.83815660617701,VALLEY HOUSE,RIVER VALLEY ROAD,10.0,7500.0,3.13
439198,1.30995527338204,103.895320417244,PARADISE PALMS,DUNMAN ROAD,10.0,4379.0,3.13
258362,1.31338013405284,103.825136616739,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,11.0,5000.0,3.13
439871,1.3002515290474799,103.900823288781,THE ARISTO @ AMBER,AMBER ROAD,11.0,3750.0,3.13
098209,1.24076598986848,103.839640485059,CAPE ROYALE,COVE WAY,8.0,4700.0,3.13
438051,1.298775260098,103.888517626802,MEIER SUITES,MARGATE ROAD,19.0,2500.0,3.13
436916,1.2974619166851398,103.87414832696699,CASUARINA COVE,TANJONG RHU ROAD,23.0,2200.0,3.14
534649,1.35450858688272,103.87928135313801,CHOON KIM HOUSE,UPPER SERANGOON ROAD,23.0,2200.0,3.14
NIL,1.38782263332218,103.862755573459,,BEGONIA ROAD,,,
238010,1.2930922915233,103.84053856453801,ROBERTSON EDGE,TONG WATT ROAD,20.0,2200.0,3.14
598435,1.3438608836238,103.76858987473801,GRAND CHATEAU,JALAN RAJAWALI,19.0,2200.0,3.14
509410,1.37852764212201,103.959261426161,LIGHTHOUSE,JALAN LOYANG BESAR,19.0,2200.0,3.14
NIL,1.31270314378008,103.857112506162,THE CITRON RESIDENCES,MARNE ROAD,11.0,2200.0,3.14
266338,1.32434067817067,103.799693656879,CASABELLA,DUCHESS AVENUE,10.0,6600.0,3.14
758404,1.42866302356797,103.826530996931,SEMBAWANG PARK,SEMBAWANG ROAD,5.0,2200.0,3.14
419679,1.32886589161999,103.90719397756,TROPIKA EAST,FOO KIM LIN ROAD,9.0,6600.0,3.14
737877,1.42923331149104,103.78575231062,ROSEWOOD SUITES,ROSEWOOD DRIVE,7.0,2200.0,3.14
NIL,1.3628255728568899,103.878288140176,3@SANDILANDS,SANDILANDS ROAD,18.0,3450.0,3.14
588997,1.33917169739153,103.780127443358,SUITES DE LAUREL,JALAN ANAK BUKIT,14.0,2200.0,3.14
536445,1.34577375960654,103.87906099437099,CASA ROSA,LORONG ONG LYE,11.0,8200.0,3.15
429634,1.30690598008532,103.902076705616,BELLEZZA @ KATONG,CEYLON ROAD,20.0,3150.0,3.15
308214,1.3232743433314098,103.848835015461,THE ANSLEY,MANDALAY ROAD,21.0,4100.0,3.15
417297,1.32627973484676,103.907811483759,RESIDENCES 88,LORONG MARICAN,14.0,4100.0,3.15
439961,1.3010482060689899,103.899679027334,AMBER PARK,AMBER GARDENS,15.0,6000.0,3.16
NIL,1.32345837488923,103.909903621019,,LORONG MELAYU,,,
359423,1.34820313239978,103.86058796313101,DUNSFOLD 18,DUNSFOLD DRIVE,23.0,1900.0,3.17
NIL,1.34444791593053,103.874989694737,,GAMBIR WALK,,,
NIL,1.3206274447941,103.91224924128001,D'GALLERY,JALAN MASJID,23.0,1900.0,3.17
309082,1.31814186950606,103.83915108571101,GILSTEAD 38,GILSTEAD ROAD,27.0,1900.0,3.17
NIL,1.31213884448503,103.85317811018,,RACE COURSE ROAD,,,
239975,1.30315428073008,103.82957754844601,SKYLINE @ ORCHARD BOULEVARD,ANGULLIA PARK,15.0,1900.0,3.17
608535,1.33629636945965,103.74173137219,J GATEWAY,GATEWAY DRIVE,3.0,6650.0,3.17
NIL,1.29141476823963,103.77092919965,,PASIR PANJANG ROAD,,,
678181,1.3753946162616202,103.762846423505,THE LINEAR,UPPER BUKIT TIMAH ROAD,21.0,1900.0,3.17
NIL,1.3780301219029498,103.757480662121,,CHOA CHU KANG ROAD,,,
596290,1.33904654811646,103.771587753402,HIGH OAK CONDOMINIUM,TOH TUCK ROAD,21.0,1900.0,3.17
207223,1.3106230842105802,103.857087879797,CITY SQUARE RESIDENCES,KITCHENER LINK,14.0,1900.0,3.17
548540,1.36584849907497,103.884856327883,ISUITES @ TANI,JALAN TANI,4.0,3800.0,3.17
189350,1.29916295967819,103.857859536947,DUO RESIDENCES,FRASER STREET,17.0,1900.0,3.17
266220,1.31407678198471,103.802636448809,LEEDON RESIDENCE,LEEDON HEIGHTS,17.0,1900.0,3.17
438133,1.31251969868082,103.891760188852,GUILLEMARD SUITES,GUILLEMARD ROAD,4.0,5700.0,3.17
589631,1.33470265733549,103.78441416324499,MAPLE WOODS,BUKIT TIMAH ROAD,19.0,2850.0,3.17
797479,1.39475153870195,103.88175831363701,RIVERBANK @ FERNVALE,FERNVALE CLOSE,14.0,1900.0,3.17
428722,1.30468470970715,103.901888571632,THE ODEON KATONG,EAST COAST ROAD,14.0,1900.0,3.17
550120,1.3672758682207302,103.871075579396,SERANGOON VILLE,SERANGOON NORTH AVENUE 1,19.0,1900.0,3.17
NIL,1.32149274334566,103.90911000934099,,LORONG MARZUKI,,,
126826,1.2946454191319299,103.767167582575,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,13.0,2850.0,3.17
536625,1.3452093087126398,103.874967330943,GAMBIR TERRACE,LORONG GAMBIR,18.0,2850.0,3.17
329371,1.32784510851015,103.843709435735,GAIA,JALAN DUSUN,3.0,3500.0,3.18
259500,1.3164271728238102,103.82558760177601,VILLA D'ESTE,DALVEY ROAD,9.0,7000.0,3.18
424796,1.3072214604264498,103.91107523775801,THE ASTERIA,MARTIA ROAD,11.0,3500.0,3.18
329949,1.3222253018695802,103.85177486507901,AVA TOWERS,AVA ROAD,10.0,3500.0,3.18
NIL,1.35786123164279,103.87882779913299,,HIGHLAND ROAD,,,
669584,1.35372703261256,103.76161695612,MERALODGE,HILLVIEW AVENUE,9.0,3500.0,3.18
239555,1.29796800700413,103.838408057882,KILLINEY 118,KILLINEY ROAD,9.0,3500.0,3.18
518147,1.3775007655296498,103.959420693377,SEA ESTA,PASIR RIS LINK,11.0,5100.0,3.19
NIL,1.32036279820492,103.839979794229,,BUKIT TUNGGAL ROAD,,,
436958,1.31307627518643,103.893505663658,KATONG VILLE,TANJONG KATONG ROAD,4.0,9250.0,3.19
NIL,1.3516577755078198,103.83329344142,,THOMSON RIDGE,,,
NIL,1.32285298036957,103.81991121521601,,KHEAM HOCK ROAD,,,
NIL,1.3604080682203898,103.881589762584,,JALAN CHORAK,,,
426283,1.3173896892272,103.91258763823,ESPIRA SUITES,LORONG G TELOK KURAU,23.0,1600.0,3.2
118693,1.28936270641603,103.775554103665,MURANO,PASIR PANJANG ROAD,23.0,1600.0,3.2
388493,1.31349659008156,103.879766330124,BOUGAINVILLA APARTMENTS,LORONG 19 GEYLANG,17.0,1600.0,3.2
149740,1.29546342917999,103.806515780156,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,17.0,1600.0,3.2
238237,1.2909261722501,103.839799908617,RIVERSIDE 48,ROBERTSON QUAY,17.0,1600.0,3.2
NIL,1.23977019961956,103.83409465586,,COVE DRIVE,,,
598123,1.34085546525621,103.773139542684,KILAT COURT,LORONG KILAT,10.0,3200.0,3.2
427694,1.30550130362542,103.90576845019899,THE EASTSIDE,JOO CHIAT ROAD,12.0,1600.0,3.2
329363,1.3269653986448602,103.84367423097,ONE DUSUN RESIDENCES,JALAN DUSUN,14.0,1600.0,3.2
398353,1.3128508091089899,103.88649762576401,IDYLLIC SUITES,LORONG 30 GEYLANG,14.0,1600.0,3.2
307788,1.3140834287389498,103.84398494356701,THE SPINNAKER,SUFFOLK ROAD,8.0,4800.0,3.2
437370,1.31060237610129,103.893263790865,MELROSE VILLE,ROSE LANE,19.0,1600.0,3.2
259917,1.3166042031381,103.834929655394,BALMORAL PLACE,BALMORAL CRESCENT,19.0,1600.0,3.2
NIL,1.31661383344219,103.841356278581,,NEWTON ROAD,,,
387902,1.31520570316751,103.88992531471202,PALM LODGE,LORONG 37 GEYLANG,21.0,3200.0,3.2
679322,1.37135719607279,103.771714584769,GREEN HILL ESTATE,CHESTNUT DRIVE,14.0,1600.0,3.2
486838,1.3429153294429,103.962491419867,CHANGI COURT,UPPER CHANGI ROAD EAST,19.0,1600.0,3.2
NIL,1.33592557979337,103.691428171851,,YUNNAN CRESCENT,,,
NIL,1.31150945292332,103.882991448993,,JALAN MOLEK,,,
229808,1.30733322469105,103.83848057408301,HILLTOPS,CAIRNHILL CIRCLE,12.0,1600.0,3.2
535193,1.36074531809771,103.891985875555,KOVAN GRANDEUR,TAMPINES ROAD,10.0,4800.0,3.2
NIL,1.3297065569092301,103.795152053736,SIXTH AVENUE VILLE,SIXTH AVENUE,15.0,3200.0,3.2
NIL,1.36512756414652,103.97394117713499,,TOH AVENUE,,,
239334,1.29416411458084,103.839452436264,WATERFORD RESIDENCE,KIM YAM ROAD,19.0,1600.0,3.2
389799,1.3135353861514099,103.882363010914,AVANT RESIDENCES,ALJUNIED ROAD,9.0,3200.0,3.2
534960,1.3467446426991,103.879526367721,FRAGRANT GARDENS,UPPER PAYA LEBAR ROAD,23.0,2250.0,3.21
NIL,1.30917274080058,103.913299706791,,EAST COAST ROAD,,,
809695,1.38841185072823,103.851773484707,GRANDE VISTA,CACTUS DRIVE,11.0,4500.0,3.21
454855,1.3183029353998201,103.923215357751,FLAMINGO VALLEY,SIGLAP ROAD,10.0,4500.0,3.21
239100,1.2969455732468997,103.840230740816,LLOYD MANSION,LLOYD ROAD,9.0,2250.0,3.21
544821,1.3815841512411398,103.89109985283001,ESPARINA RESIDENCES,COMPASSVALE BOW,10.0,4500.0,3.21
307605,1.31805872665984,103.84468205137199,THOMSON EURO-ASIA,THOMSON ROAD,21.0,2250.0,3.21
NIL,1.32329968680898,103.852242703876,,BALESTIER ROAD,,,
457912,1.31453636689117,103.92704934618799,THE HACIENDA,HACIENDA GROVE,10.0,2900.0,3.22
058416,1.28897209658292,103.848459830887,THE RIVERWALK,UPPER CIRCULAR ROAD,10.0,2900.0,3.22
658074,1.34900073327421,103.748907884779,THE JADE,BUKIT BATOK CENTRAL LINK,10.0,2900.0,3.22
NIL,1.33652064947234,103.7878053258,,JALAN JAMBU AYER,,,
278576,1.31330761763001,103.798039271294,HOLLAND COURT,HOLLAND ROAD,4.0,5800.0,3.22
308095,1.3188022422841699,103.845318707665,THE HUNTINGTON,MOULMEIN ROAD,4.0,5800.0,3.22
187959,1.2992771994507502,103.851550335516,WATERLOO APARTMENTS,WATERLOO STREET,4.0,5800.0,3.22
259705,1.3142219380038602,103.835376584372,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,19.0,2900.0,3.22
278547,1.3117694065824799,103.801709961483,DE LENTE,HOLLAND ROAD,21.0,2900.0,3.22
NIL,1.3473347203825399,103.77370554434201,SOUTHAVEN II,HINDHEDE WALK,9.0,5150.0,3.22
809742,1.39125409377635,103.851621206059,SELETAR GARDEN,CACTUS CRESCENT,13.0,2900.0,3.22
NIL,1.33870201821252,103.785870756064,,SIAN TUAN AVENUE,,,
228450,1.30214198776633,103.846373144818,EQUITY HEIGHTS,MOUNT SOPHIA,18.0,2900.0,3.22
357916,1.33613159487998,103.86798820392299,PARC MONDRIAN,WOODLEIGH CLOSE,4.0,4200.0,3.23
507008,1.3563177964317,103.968057819541,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,19.0,4200.0,3.23
259137,1.3119206896675,103.824687902647,ORANGE REGENCY,FERNHILL ROAD,10.0,4200.0,3.23
658799,1.34036804079318,103.76147407209801,BURGUNDY HILL,BURGUNDY CRESCENT,10.0,5500.0,3.24
429081,1.3103683207593202,103.915953870775,AURALIS,EAST COAST ROAD,4.0,5500.0,3.24
219499,1.31405826883247,103.850248686404,VOGX,DORSET ROAD,4.0,6800.0,3.24
288576,1.32990339603502,103.81060845088301,WATTEN ESTATE,PARK VALE,10.0,6800.0,3.24
259405,1.3113884126131101,103.83218202902201,DRAYCOTT EIGHT,DRAYCOTT PARK,23.0,1950.0,3.25
468926,1.31538510412617,103.935636422381,,EVERGREEN AVENUE,,,
329583,1.3267266643671598,103.84968009626999,VA RESIDENCES,BOON TECK ROAD,21.0,1950.0,3.25
417052,1.31955327216573,103.909937629963,MILL CREEK,LORONG MARZUKI,21.0,1950.0,3.25
NIL,1.34736341358362,103.879746530359,,PILLAI ROAD,,,
NIL,1.31838543588425,103.82737766827299,,ROBIN CLOSE,,,
739914,1.41714536808905,103.76042755679,WOODLANDS PARK,JALAN BUMBONG,15.0,1950.0,3.25
439219,1.3098427061008702,103.89659946645399,QUESTA @ DUNMAN,DUNMAN ROAD,15.0,1950.0,3.25
417216,1.32038515836728,103.908487204597,THE EBONY,LORONG MARICAN,19.0,1950.0,3.25
288420,1.3289015280738001,103.812100334091,SHELFORD VIEW,SHELFORD ROAD,19.0,2600.0,3.25
388224,1.3142271608569198,103.883267600511,EAST 25 APARTMENTS,LORONG 25A GEYLANG,19.0,2600.0,3.25
359834,1.34323764215478,103.86196770329799,BRADDELL HEIGHTS ESTATE,CARMICHAEL ROAD,19.0,2600.0,3.25
NIL,1.29912723286243,103.85610175264699,ONE NORTH BRIDGE,NORTH BRIDGE ROAD,19.0,2600.0,3.25
786280,1.38141201064985,103.83299765735902,ATELIER VILLAS,YIO CHU KANG DRIVE,19.0,3900.0,3.25
328712,1.32816337851712,103.863446045125,RIVIERA 38,MAR THOMA ROAD,10.0,6500.0,3.25
119174,1.28055328985478,103.78930185585399,TREASURE PLACE,LORONG SARHAD,5.0,2600.0,3.25
NIL,1.3916021746357,103.90432695607001,RIVERVALE CREST,RIVERVALE CRESCENT,21.0,2600.0,3.25
768101,1.4376919991962098,103.830277614211,1 CANBERRA,CANBERRA DRIVE,21.0,2600.0,3.25
NIL,1.3181641446082801,103.84786250654699,,SHREWSBURY ROAD,,,
509506,1.3793919518799902,103.96368774531,CASA PASIR RIS,JALAN LOYANG BESAR,9.0,2600.0,3.25
458557,1.30979662090081,103.925438191173,FERNWOOD TOWERS,FERNWOOD TERRACE,18.0,2600.0,3.25
757712,1.43630052605679,103.825132586342,SELETARIS,SEMBAWANG ROAD,18.0,2600.0,3.25
238381,1.2963561715740801,103.837991072981,RESIDENCES AT 338A,RIVER VALLEY ROAD,15.0,6200.0,3.26
538754,1.3518259898662799,103.881368087162,THE MINTON,HOUGANG STREET 11,3.0,6200.0,3.26
329415,1.3273351675651899,103.84332386908702,THE CITRINE,JALAN DATOH,11.0,3600.0,3.27
NIL,1.31324199238551,103.830179646666,,BALMORAL ROAD,,,
NIL,1.32217091379431,103.95404525673099,,JALAN BILAL,,,
536565,1.3428806917471998,103.880468223414,BARTLEY RESIDENCES,LORONG HOW SUN,10.0,4900.0,3.27
534049,1.3503965760771102,103.88023054469299,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,9.0,7200.0,3.27
NIL,1.29469446566934,103.820835566971,JERVOIS GREEN,JERVOIS ROAD,10.0,3600.0,3.27
588176,1.34180018619224,103.776259359854,BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,10.0,3600.0,3.27
NIL,1.32686307656542,103.91646122673299,,JALAN SENANG,,,
NIL,1.3175829941741102,103.939099111179,,LUCKY VIEW,,,
596721,1.3406243809146299,103.768876497135,GOODLUCK GARDEN,TOH TUCK ROAD,9.0,3600.0,3.27
759156,1.42523921169495,103.824827760063,EUPHONY GARDENS,JALAN MATA AYER,4.0,9500.0,3.28
239669,1.29534157993432,103.83984438568301,ASPEN LINQ,INSTITUTION HILL,10.0,5900.0,3.28
NIL,1.36104863208568,103.86745888215401,,CHUAN PLACE,,,
279848,1.3307832113223101,103.791727249043,EDEN PARK,CYPRESS AVENUE,10.0,5250.0,3.28
426608,1.31562617162616,103.90045599560699,JUPITER 18,LORONG 102 CHANGI,13.0,2950.0,3.28
258859,1.30888091521006,103.807669378659,THE HOLLAND COLLECTION,HOLLAND ROAD,13.0,2950.0,3.28
228175,1.30277612366389,103.846570976791,1919,SOPHIA ROAD,9.0,11500.0,3.29
358843,1.32998564776682,103.866875430246,LEICESTER LODGE,LEICESTER ROAD,10.0,9200.0,3.29
486365,1.3209884192366799,103.95588211997,FAIRMOUNT CONDOMINIUM,EASTWOOD ROAD,3.0,5600.0,3.29
158742,1.29060694545578,103.817866920135,ECHELON,ALEXANDRA VIEW,3.0,6900.0,3.29
286623,1.3369354752376499,103.8054522586,GREENWOOD MEWS,GREENWOOD AVENUE,10.0,5600.0,3.29
549345,1.3609990846550601,103.878765486537,ISUITES @ PALM,GLASGOW ROAD,11.0,4600.0,3.29
487592,1.3387120774021002,103.952307406882,SEA BREEZE TERRACE,SEA BREEZE AVENUE,20.0,2300.0,3.29
258127,1.3136158592296299,103.83647873320601,SARKIES GARDENS,SARKIES ROAD,20.0,2300.0,3.29
239195,1.2989839840072601,103.83426843975501,LEONIE PARC VIEW,LEONIE HILL ROAD,20.0,2300.0,3.29
118709,1.29102031288519,103.77405714196199,THE FOLIAGE,PASIR PANJANG ROAD,4.0,5600.0,3.29
398483,1.3124450643324899,103.88457648429899,LA FLEUR,LORONG 26 GEYLANG,10.0,2300.0,3.29
329217,1.32724141217294,103.842539713753,8 RAJA,JALAN RAJA UDANG,10.0,11500.0,3.29
575629,1.3534166099505902,103.83554715652399,THOMSON V TWO,SIN MING ROAD,10.0,11500.0,3.29
429984,1.30335962300904,103.903885730249,THE PALLADIUM,BROOKE ROAD,8.0,4600.0,3.29
238118,1.29753598393435,103.83601263917801,ST THOMAS VILLE,THOMAS WALK,9.0,5600.0,3.29
309978,1.32458602112844,103.84817337126199,PAVILION 11,AKYAB ROAD,19.0,2300.0,3.29
NIL,1.31134505410224,103.87989107763501,,LORONG 16 GEYLANG,,,
509650,1.3625408622409099,103.96867320389799,BUKIT LOYANG ESTATE,JALAN BATALONG EAST,19.0,2300.0,3.29
546789,1.3668559557211102,103.87992815467199,FONTAINE PARRY,POH HUAT ROAD,19.0,2300.0,3.29
547791,1.35521015162316,103.876458829956,CAMBIO SUITES,LIM TUA TOW ROAD,15.0,2300.0,3.29
387945,1.3156720265986102,103.88835061070401,REGAL 35,LORONG 35 GEYLANG,9.0,5600.0,3.29
138684,1.30534989413422,103.784318660605,DOVER PARKVIEW,DOVER RISE,9.0,2300.0,3.29
098418,1.2672495484489399,103.81099528789301,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,5.0,2300.0,3.29
169907,1.2821515446923601,103.830101642619,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,15.0,2300.0,3.29
218591,1.30981837779225,103.852299868809,RACE COURSE 138,RACE COURSE ROAD,15.0,2300.0,3.29
NIL,1.30579875394999,103.89423299097099,,BOSCOMBE ROAD,,,
119919,1.28245747065027,103.783835611376,THE PEAK@BALMEG,BALMEG HILL,4.0,8900.0,3.3
805842,1.38366196444003,103.872533288597,KELULUT HILL,KELULUT HILL,7.0,3300.0,3.3
329776,1.3249498805830802,103.85260455645901,RITZ MANSIONS,BALESTIER ROAD,7.0,3300.0,3.3
329853,1.32697693485955,103.845903319079,VIIO @ BALESTIER,BALESTIER ROAD,14.0,1650.0,3.3
NIL,1.36043394883569,103.89058003864001,,JALAN TELITI,,,
548178,1.35482511473469,103.877603175814,VIBES @ KOVAN,KOVAN ROAD,23.0,1980.0,3.3
658711,1.3714620720177702,103.75320967483101,PAVILION PARK,PAVILION STREET,23.0,1650.0,3.3
239847,1.29806237939928,103.838019065206,DEVONSHIRE 12,DEVONSHIRE ROAD,10.0,3300.0,3.3
546290,1.36832364019821,103.882166255455,D'ZIRE,ROBEY CRESCENT,17.0,1650.0,3.3
238322,1.29571705287659,103.839861034802,TWO8ONE STUDIO,RIVER VALLEY ROAD,17.0,1650.0,3.3
287561,1.33048694390024,103.809564545584,WATTEN HILL,WATTEN ESTATE ROAD,15.0,1650.0,3.3
589654,1.33358981873945,103.786597764828,THE NEXUS,BUKIT TIMAH ROAD,19.0,1650.0,3.3
NIL,1.30682755137847,103.899712276081,,SERAYA LANE,,,
158748,1.29094473172584,103.81700011525801,ASCENTIA SKY,ALEXANDRA VIEW,10.0,3300.0,3.3
575942,1.37528381405258,103.83235771788601,THOMSON HILLS,THOMSON HILLS DRIVE,21.0,3300.0,3.3
228196,1.30083818355872,103.84888070239,SOPHIA RESIDENCE,SOPHIA ROAD,15.0,3300.0,3.3
238673,1.2973029041081499,103.841050045408,OXLEY NEO RESIDENCES,OXLEY ROAD,3.0,2650.0,3.31
099310,1.27600341928173,103.82402466351299,TERESA VILLE,LOWER DELTA ROAD,19.0,2650.0,3.31
267260,1.32515672218272,103.79659224850599,SHAMROCK PARK,NAMLY PLACE,19.0,2650.0,3.31
507086,1.3584100466436202,103.968263254102,BALLOTA PARK CONDOMINIUM,MARIAM WAY,9.0,6300.0,3.32
118719,1.2907252914911298,103.77211445474701,VILLA DE WEST,PASIR PANJANG ROAD,3.0,5972.0,3.32
257919,1.31699779914822,103.82731606776699,PARC STEVENS,STEVENS DRIVE,3.0,3650.0,3.32
788469,1.40031432336872,103.82149997929199,SPRINGLEAF GARDEN,SPRINGLEAF AVENUE,4.0,7000.0,3.33
239700,1.2994228130657,103.834776767783,GRANGE INFINITE,GRANGE ROAD,4.0,8000.0,3.33
258875,1.31132589184196,103.804239112675,DUET,HOLLAND ROAD,7.0,3000.0,3.33
NIL,1.3047263724419198,103.88727696651199,,CRANBORNE ROAD,,,
309304,1.31590666330911,103.83994779981701,SETIA RESIDENCES,EVELYN ROAD,23.0,2000.0,3.33
418941,1.3201525705864,103.91272708396099,KEMBANGAN SUITES,JALAN MASJID,23.0,2000.0,3.33
NIL,1.30945913436245,103.905015342381,,DUKU ROAD,,,
307687,1.32478729402028,103.840864419636,AMANINDA,THOMSON ROAD,27.0,2000.0,3.33
258364,1.31372589104014,103.826379593379,THE ORANGE GROVE,ORANGE GROVE ROAD,27.0,2000.0,3.33
238599,1.29670526502712,103.84190257101801,BELLE VUE RESIDENCES,OXLEY WALK,10.0,3000.0,3.33
537670,1.36797019834597,103.892635802385,NAUNG RESIDENCE,JALAN NAUNG,10.0,3000.0,3.33
425354,1.31079893594804,103.91290437729299,MELINIA COURT,LORONG M TELOK KURAU,3.0,3000.0,3.33
359965,1.3435479610691201,103.868658434784,SUITES@BRADDELL,BRADDELL ROAD,3.0,3000.0,3.33
424794,1.30741544249631,103.91116278607299,MARTIA RESIDENCE,MARTIA ROAD,21.0,2000.0,3.33
NIL,1.3450263788818002,103.865427002672,,CROUCHER ROAD,,,
229239,1.30042006162396,103.845957552922,SUITES AT ORCHARD,HANDY ROAD,21.0,3000.0,3.33
NIL,1.39704949742507,103.873885176423,,LORONG TANGGAM,,,
648297,1.3514861937780702,103.698131369984,THE WOODS,WESTWOOD AVENUE,20.0,2000.0,3.33
437991,1.29858791034805,103.88619459663,MEYER RESIDENCE,MEYER PLACE,4.0,4000.0,3.33
288485,1.32738698196405,103.810250367906,28 SHELFORD,SHELFORD ROAD,15.0,2000.0,3.33
228463,1.30096483461001,103.84595655722099,8 @ MOUNT SOPHIA,MOUNT SOPHIA,10.0,4000.0,3.33
439971,1.3024758891861798,103.900260893634,THE ESTA,AMBER GARDENS,12.0,3000.0,3.33
NIL,1.30142666138259,103.899343025587,THE OPUS,AMBER GARDENS,8.0,5000.0,3.33
NIL,1.30265328186703,103.891011478831,,WILKINSON ROAD,,,
307994,1.31780091416567,103.84231380616899,NEWTON SUITES,NEWTON ROAD,3.0,5000.0,3.33
NIL,1.29737860639546,103.843222328094,THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,19.0,2000.0,3.33
228485,1.30407535521208,103.849184825415,EMILY RESIDENCE,MOUNT EMILY ROAD,19.0,2000.0,3.33
399242,1.3112880274263101,103.876285692183,ROYCE RESIDENCES,LORONG 6 GEYLANG,19.0,2000.0,3.33
277584,1.33005044404592,103.79151594817499,OAK VILLAS,MAPLE AVENUE,19.0,2000.0,3.33
NIL,1.32662941011712,103.85053192754,KEMAMAN POINT,JALAN KEMAMAN,19.0,3000.0,3.33
424214,1.30739377309444,103.916059969778,GRAND DUCHESS AT ST PATRICK'S,PATRICK'S ROAD,19.0,3000.0,3.33
308172,1.3241133449533502,103.84904066922701,D' IXORAS,MINBU ROAD,19.0,2000.0,3.33
573909,1.35198800922461,103.852042784741,SKY HABITAT,BISHAN STREET 15,19.0,2000.0,3.33
248185,1.29506595555148,103.827422791277,QUEENSBERRY LODGE,SHANGHAI ROAD,10.0,3000.0,3.33
467097,1.31946185875954,103.93752624316,EAST COAST HILL,SENNETT AVENUE,10.0,4000.0,3.33
278906,1.31397566213578,103.778503963456,HOLLAND GROVE PARK,HOLLAND GROVE DRIVE,10.0,7000.0,3.33
468721,1.31230752039197,103.934927867972,THE TAIPAN,JALAN HAJIJAH,10.0,4000.0,3.33
518177,1.37004840613502,103.945484504589,THE PALETTE,PASIR RIS GROVE,10.0,7000.0,3.33
668671,1.3573895142341799,103.762088063021,CENTURY MANSIONS,JALAN REMAJA,10.0,4000.0,3.33
NIL,1.32689876422006,103.819627036639,,TUDOR CLOSE,,,
438622,1.3115850264981002,103.895823789287,EMERY POINT,IPOH LANE,10.0,10000.0,3.33
228719,1.3069374635784399,103.847015528666,MACKENZIE 138,MACKENZIE ROAD,13.0,3000.0,3.33
578084,1.35548630416262,103.835567207225,THOMSON PARK,JALAN IKAN MERAH,13.0,2000.0,3.33
387935,1.31481743950627,103.88837697798701,CENTRA LOFT,LORONG 35 GEYLANG,13.0,2000.0,3.33
359425,1.34440267692477,103.866276528364,CLYDESWOOD,DAISY ROAD,9.0,3000.0,3.33
NIL,1.3974742888538603,103.872093137636,,JALAN TARI ZAPIN,,,
